Gss year for this respondent                       ,Respondent income in constant dollars,Family income in constant dollars,Those in need have to take care of themselves,R has given money to a charity,R done volunteer work for a charity,Others misfortunes do not disturb r,R feels protective towards people taken advantage,R does not feel very sorry for people having pro,R have tender feeling for people less fortunate,Highest year of school completed,Age of respondent,Marital status,Respondent id number,Ballot used for interview
2004,0,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,26,Married,690,Ballot c
2004,77233,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,57,Married,691,Ballot c
2004,0,468,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,54,Widowed,692,Ballot c
2004,0,0,Neither agree nor disagree,At least 2 or 3 times in the past year,Once in the past year,3,Does not describe very well,3,Does not describe very well,12,75,Widowed,693,Ballot a
2004,30425,42127,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,30,Married,694,Ballot c
2004,35106,35106,Strongly agree,Once in the past year,Once in the past year,Does not describe very well,3,2,4,16,30,Never married,695,Ballot c
2004,17553,17553,Agree,Not at all in the past year,Not at all in the past year,3,4,4,4,14,24,Married,696,Ballot c
2004,17553,19893,Agree,At least 2 or 3 times in the past year,Not at all in the past year,Does not describe very well,4,4,Describes very well,12,30,Married,697,Ballot b
2004,1872,1872,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,32,Divorced,698,Ballot a
2004,30425,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,40,Divorced,699,Ballot a
2004,25744,25744,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,29,Never married,700,Ballot c
2004,0,42127,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,38,Never married,701,Ballot b
2004,35106,35106,Strongly agree,At least 2 or 3 times in the past year,Once a month,4,Describes very well,3,4,14,54,Divorced,702,Ballot c
2004,19893,19893,Disagree,Once a month,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,12,53,Divorced,703,Ballot a
2004,0,63190,Disagree,At least 2 or 3 times in the past year,Once a month,Does not describe very well,Describes very well,Does not describe very well,Describes very well,14,32,Never married,704,Ballot b
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,56,Separated,705,Ballot a
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,20,Never married,706,Ballot c
2004,19893,35106,Disagree,Not at all in the past year,Not at all in the past year,Does not describe very well,4,Does not describe very well,Does not describe very well,16,49,Married,707,Ballot a
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,29,Married,708,Ballot a
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,40,Never married,709,Ballot b
2004,0,35106,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,22,Never married,710,Ballot b
2004,42127,42127,Neither agree nor disagree,At least 2 or 3 times in the past year,Once in the past year,2,Describes very well,Does not describe very well,Describes very well,13,25,Never married,711,Ballot b
2004,0,0,Strongly agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,4,Describes very well,18,61,Married,712,Ballot b
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,65,Married,713,Ballot c
2004,42127,42127,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,51,Divorced,714,Ballot a
2004,0,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,47,Married,715,Ballot b
2004,42127,42127,Disagree,Once a month,Not at all in the past year,2,3,Does not describe very well,2,16,53,Married,716,Ballot a
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,26,Married,717,Ballot b
2004,42127,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18,39,Married,718,Ballot b
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,52,Married,719,Ballot b
2004,51488,51488,Agree,Once a week,Once a week,3,Describes very well,3,Describes very well,13,29,Never married,720,Ballot c
2004,0,42127,Disagree,Not at all in the past year,Not at all in the past year,Describes very well,Describes very well,3,Describes very well,14,66,Married,721,Ballot c
2004,0,0,Agree,Not at all in the past year,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,9,57,Married,722,Ballot c
2004,6085,10532,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,65,Never married,723,Ballot b
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,50,Married,724,Ballot c
2004,0,93615,Agree,More than once a week,More than once a week,2,4,3,4,16,85,Married,725,Ballot b
2004,30425,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,57,Divorced,726,Ballot b
2004,10532,77233,Agree,Once a week,Once a month,Does not describe very well,Describes very well,Does not describe very well,Describes very well,20,58,Married,727,Ballot a
2004,42127,0,Disagree,Once a month,Once a week,Does not describe very well,3,3,Describes very well,16,41,Married,728,Ballot c
2004,155374,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,43,Divorced,729,Ballot c
2004,42127,42127,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,42,Divorced,730,Ballot a
2004,0,151053,Strongly agree,Once a week,More than once a week,Does not describe very well,Describes very well,Does not describe very well,Describes very well,16,34,Married,731,Ballot b
2004,42127,51488,Neither agree nor disagree,At least 2 or 3 times in the past year,Not at all in the past year,3,Describes very well,4,3,15,36,Married,732,Ballot b
2004,35106,35106,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,50,Married,733,Ballot a
2004,1872,93615,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,19,Never married,734,Ballot c
2004,51488,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,57,Divorced,735,Ballot c
2004,22234,22234,Neither agree nor disagree,Not at all in the past year,Once in the past year,2,Describes very well,Does not describe very well,Describes very well,12,29,Divorced,736,Ballot a
2004,0,63190,Disagree,Once a week,Once a month,2,4,2,Describes very well,14,22,Never married,737,Ballot b
2004,0,19893,Agree,Not at all in the past year,Once in the past year,Does not describe very well,4,Does not describe very well,4,13,20,Never married,738,Ballot b
2004,468,10532,Neither agree nor disagree,Not at all in the past year,Once in the past year,3,3,2,3,13,20,Never married,739,Ballot b
2004,25744,25744,Neither agree nor disagree,Not at all in the past year,Not at all in the past year,2,4,2,4,11,42,Separated,740,Ballot c
2004,0,12872,Neither agree nor disagree,Once in the past year,Not at all in the past year,4,Describes very well,3,Describes very well,14,55,Divorced,741,Ballot a
2004,7021,7021,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,45,Divorced,742,Ballot c
2004,35106,35106,Neither agree nor disagree,Once in the past year,Once in the past year,2,4,3,4,16,35,Never married,743,Ballot a
2004,0,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,68,Married,744,Ballot c
2004,4213,77233,Agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,2,Describes very well,4,2,15,58,Married,745,Ballot b
2004,42127,93615,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,35,Married,746,Ballot b
2004,63190,93615,Agree,Once a month,Once in the past year,2,4,Does not describe very well,Describes very well,18,46,Married,747,Ballot c
2004,63190,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,34,Married,748,Ballot a
2004,0,19893,Agree,Once a month,Not at all in the past year,2,4,2,4,14,89 or older,Married,749,Ballot a
2004,0,25744,Neither agree nor disagree,At least 2 or 3 times in the past year,Not at all in the past year,3,4,2,4,12,70,Married,750,Ballot a
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,60,Married,751,Ballot b
2004,35106,35106,Strongly agree,Not at all in the past year,Not at all in the past year,Does not describe very well,Describes very well,3,Describes very well,12,35,Never married,752,Ballot c
2004,12872,51488,Agree,At least 2 or 3 times in the past year,Not at all in the past year,Describes very well,Describes very well,Describes very well,Describes very well,14,63,Married,753,Ballot b
2004,0,1872,Agree,Not at all in the past year,Not at all in the past year,3,Does not describe very well,Does not describe very well,4,14,21,Never married,754,Ballot c
2004,35106,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,61,Married,755,Ballot a
2004,0,42127,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,30,Married,756,Ballot b
2004,0,42127,Neither agree nor disagree,Once a week,More than once a week,4,Describes very well,4,Describes very well,14,67,Married,757,Ballot a
2004,0,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,62,Married,758,Ballot c
2004,42127,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,33,Married,759,Ballot c
2004,42127,42127,Agree,At least 2 or 3 times in the past year,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,15,52,Divorced,760,Ballot a
2004,25744,25744,Strongly disagree,At least 2 or 3 times in the past year,Not at all in the past year,Does not describe very well,4,Does not describe very well,Describes very well,16,60,Divorced,761,Ballot a
2004,22234,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,51,Married,762,Ballot a
2004,42127,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,46,Divorced,763,Ballot a
2004,15213,30425,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,45,Married,764,Ballot b
2004,63190,77233,Agree,At least 2 or 3 times in the past year,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,14,45,Never married,765,Ballot b
2004,22234,22234,Agree,Once a month,Once a month,3,3,3,3,12,57,Separated,766,Ballot c
2004,12872,25744,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,23,Never married,767,Ballot c
2004,0,6085,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,56,Married,768,Ballot b
2004,8425,8425,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,34,Never married,769,Ballot c
2004,30425,30425,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,41,Divorced,770,Ballot b
2004,42127,42127,Neither agree nor disagree,At least 2 or 3 times in the past year,Not at all in the past year,3,4,3,3,16,44,Never married,771,Ballot a
2004,63190,63190,Agree,Once a month,At least 2 or 3 times in the past year,2,4,3,4,16,31,Never married,772,Ballot c
2004,155374,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,44,Married,773,Ballot a
